sequence,target
14 15 23 106 107 10 4986 1 1 1 1 1 1 1 1,6
36 23 58 95 117 252 1 1 1 1 1 1 1 1 1,9
77 349 28 79 7 23 9 37 4 435 119 1 1 1 1,8
77 213 7 8 27 28 2096 81 4 385 35 1 1 1 1,8
36 23 387 388 2 95 4987 1 1 1 1 1 1 1 1,1
151 614 10 173 1 1 1 1 1 1 1 1 1 1 1,6
36 23 493 296 151 152 95 10 5 1 1 1 1 1 1,6
148 153 10 461 1 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 4 560 351 119 1 1 1 1,8
7 8 96 45 1 1 1 1 1 1 1 1 1 1 1,2
1297 1611 2 275 10 34 35 1 1 1 1 1 1 1 1,1
14 15 672 4 98 10 4988 167 1 1 1 1 1 1 1,4
521 3330 811 196 720 68 1 1 1 1 1 1 1 1 1,6
77 302 7 8 9 37 117 2208 4 490 119 1 1 1 1,8
36 23 369 370 117 693 1 1 1 1 1 1 1 1 1,0
7 23 208 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 82 327 178 95 1 1 1 1 1 1 1 1 1,5
74 4 151 438 152 17 160 1 1 1 1 1 1 1 1,6
8 178 10 623 742 171 4989 1123 1 1 1 1 1 1 1,6
36 23 88 396 117 504 208 1 1 1 1 1 1 1 1,2
36 23 387 2 95 117 173 1 1 1 1 1 1 1 1,5
36 23 1028 243 10 874 1 1 1 1 1 1 1 1 1,5
58 29 10 134 1 1 1 1 1 1 1 1 1 1 1,9
245 7 10 319 1 1 1 1 1 1 1 1 1 1 1,6
9 4990 1 1 1 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 9 519 117 119 4 216 217 1 1 1 1,8
14 15 148 29 10 208 1 1 1 1 1 1 1 1 1,6
77 349 28 9 7 4 4991 119 1 1 1 1 1 1 1,8
320 23 309 58 29 1 1 1 1 1 1 1 1 1 1,9
96 45 10 4992 1 1 1 1 1 1 1 1 1 1 1,5
4993 14 15 9 7 117 4994 1 1 1 1 1 1 1 1,8
148 153 10 76 35 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 9 116 10 248 2167 119 1 1 1 1 1,8
53 96 171 189 1 1 1 1 1 1 1 1 1 1 1,6
4995 10 69 898 899 1 1 1 1 1 1 1 1 1 1,4
568 29 10 82 1 1 1 1 1 1 1 1 1 1 1,6
140 7 4 223 1 1 1 1 1 1 1 1 1 1 1,7
14 15 1569 29 10 255 1 1 1 1 1 1 1 1 1,6
2887 2888 2894 10 223 1 1 1 1 1 1 1 1 1 1,0
27 28 29 245 33 10 154 35 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 10 1870 525 10 2167 119 1 1,8
77 302 7 8 9 7 117 1596 119 216 217 384 1 1 1,8
14 15 4996 175 1 1 1 1 1 1 1 1 1 1 1,0
36 23 1911 619 985 3482 551 1 1 1 1 1 1 1 1,3
694 55 56 95 1 1 1 1 1 1 1 1 1 1 1,6
727 4 4013 1 1 1 1 1 1 1 1 1 1 1 1,8
7 8 23 9 4 4997 1 1 1 1 1 1 1 1 1,6
14 15 23 104 29 10 4998 1 1 1 1 1 1 1 1,6
36 23 29 4 151 436 10 82 1 1 1 1 1 1 1,6
7 23 9 4 4999 1 1 1 1 1 1 1 1 1 1,8
7 23 5000 106 1 1 1 1 1 1 1 1 1 1 1,8
204 370 4 18 35 1 1 1 1 1 1 1 1 1 1,0
14 15 35 2029 10 982 1 1 1 1 1 1 1 1 1,3
58 153 10 223 35 1 1 1 1 1 1 1 1 1 1,9
153 4 1545 1938 10 48 5 35 1 1 1 1 1 1 1,6
151 289 153 10 379 417 1 1 1 1 1 1 1 1 1,6
77 213 7 27 28 29 493 10 161 35 1 1 1 1 1,6
109 95 4 223 35 1 1 1 1 1 1 1 1 1 1,0
14 15 29 4 2213 10 53 1 1 1 1 1 1 1 1,6
7 8 3203 178 17 623 549 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 37 4 2049 742 5001 119 1 1,8
36 23 395 95 10 1176 261 1 1 1 1 1 1 1 1,6
36 23 29 4 171 172 10 185 1 1 1 1 1 1 1,5
373 5002 63 620 15 103 1 1 1 1 1 1 1 1 1,3
27 28 29 4 245 74 10 5 35 1 1 1 1 1 1,6
27 28 724 81 10 659 261 1 1 1 1 1 1 1 1,6
36 23 327 178 566 117 402 1 1 1 1 1 1 1 1,5
36 23 693 494 95 1 1 1 1 1 1 1 1 1 1,6
36 23 29 4 83 108 10 53 1 1 1 1 1 1 1,6
36 23 420 301 325 95 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 4 248 1355 119 1 1 1 1,8
14 15 167 121 4 256 10 5003 167 1 1 1 1 1 1,4
101 102 103 1 1 1 1 1 1 1 1 1 1 1 1,6
77 349 28 79 23 9 519 117 248 5004 382 4 216 217 1,8
2125 132 101 1 1 1 1 1 1 1 1 1 1 1 1,8
1411 1 1 1 1 1 1 1 1 1 1 1 1 1 1,8
109 117 4052 1 1 1 1 1 1 1 1 1 1 1 1,5
151 330 153 10 274 1 1 1 1 1 1 1 1 1 1,6
36 23 386 85 672 1 1 1 1 1 1 1 1 1 1,4
77 302 7 8 29 555 4 1320 10 410 35 1 1 1 1,6
14 15 1421 94 29 10 98 1 1 1 1 1 1 1 1,6
14 15 49 29 10 173 1 1 1 1 1 1 1 1 1,6
106 107 10 185 1 1 1 1 1 1 1 1 1 1 1,6
36 23 151 236 95 10 208 1 1 1 1 1 1 1 1,6
40 23 5005 9 116 7 1 1 1 1 1 1 1 1 1,8
14 15 23 309 168 1 1 1 1 1 1 1 1 1 1,4
77 302 7 8 27 28 80 81 4 160 35 1 1 1 1,5
1028 296 131 193 10 5 225 1 1 1 1 1 1 1 1,0
29 4 171 56 10 607 1 1 1 1 1 1 1 1 1,6
5006 153 10 1180 1 1 1 1 1 1 1 1 1 1 1,6
7 23 9 4 2177 1 1 1 1 1 1 1 1 1 1,6
122 15 2454 3049 124 68 1 1 1 1 1 1 1 1 1,0
488 10 1131 1 1 1 1 1 1 1 1 1 1 1 1,6
77 349 28 79 9 7 4 490 119 1 1 1 1 1 1,8
100 5007 5008 153 10 5 1 1 1 1 1 1 1 1 1,6
7 8 29 4 151 162 10 5 1 1 1 1 1 1 1,1
7 8 9 10 667 1 1 1 1 1 1 1 1 1 1,8
2247 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 5009 408 946 1 1 1 1 1 1 1 1 1 1,0
14 15 23 148 29 10 711 1 1 1 1 1 1 1 1,6
565 153 10 154 1 1 1 1 1 1 1 1 1 1 1,6
5010 5011 5012 114 511 1 1 1 1 1 1 1 1 1 1,3
106 107 4 185 549 1 1 1 1 1 1 1 1 1 1,6
471 126 4 5013 35 1 1 1 1 1 1 1 1 1 1,6
69 5014 5015 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 408 5 280 117 1518 1 1 1 1 1 1 1 1,7
806 153 10 5 35 1 1 1 1 1 1 1 1 1 1,6
78 28 79 23 9 116 4 5016 525 10 791 119 1 1 1,8
77 349 28 79 7 23 9 4 586 119 1 1 1 1 1,8
787 14 15 9 7 117 2479 1 1 1 1 1 1 1 1,8
106 107 10 208 1 1 1 1 1 1 1 1 1 1 1,6
14 15 9 7 4 990 294 1 1 1 1 1 1 1 1,6
109 95 1 1 1 1 1 1 1 1 1 1 1 1 1,5
77 213 9 7 4 248 2275 768 119 4 216 217 1 1 1,8
27 28 80 81 4 420 1 1 1 1 1 1 1 1 1,1
117 48 29 4 7 8 29 4 493 10 34 1 1 1 1,1
36 23 5 225 2 95 1 1 1 1 1 1 1 1 1,5
29 4 171 108 10 274 1 1 1 1 1 1 1 1 1,6
7 8 178 17 185 549 1216 28 171 608 1 1 1 1 1,6
36 23 887 29 10 386 1 1 1 1 1 1 1 1 1,6
2902 109 95 1 1 1 1 1 1 1 1 1 1 1 1,5
1559 15 5017 102 103 621 1 1 1 1 1 1 1 1 1,8
81 5018 10 154 1 1 1 1 1 1 1 1 1 1 1,1
49 29 4 154 35 1 1 1 1 1 1 1 1 1 1,6
29 117 83 33 10 5 1 1 1 1 1 1 1 1 1,6
81 153 10 18 1 1 1 1 1 1 1 1 1 1 1,5
36 23 85 7 4 86 10 5019 85 1 1 1 1 1 1,4
109 95 10 1586 1 1 1 1 1 1 1 1 1 1 1,5
1356 5020 15 60 917 1 1 1 1 1 1 1 1 1 1,2
14 15 29 4 148 10 824 1 1 1 1 1 1 1 1,6
36 23 9 519 117 605 1 1 1 1 1 1 1 1 1,7
36 23 504 208 85 121 1 1 1 1 1 1 1 1 1,1
151 236 10 208 1 1 1 1 1 1 1 1 1 1 1,6
14 15 114 115 10 1178 783 633 1 1 1 1 1 1 1,3
36 23 1326 9 295 1 1 1 1 1 1 1 1 1 1,8
171 56 4 3754 1 1 1 1 1 1 1 1 1 1 1,6
112 7 1 1 1 1 1 1 1 1 1 1 1 1 1,0
77 349 660 28 79 7 23 85 7 4 208 1 1 1 1,4
36 23 48 29 4 1658 10 705 1 1 1 1 1 1 1,6
114 511 1 1 1 1 1 1 1 1 1 1 1 1 1,3
5021 305 4 154 35 1 1 1 1 1 1 1 1 1 1,0
14 15 23 48 33 29 10 607 1 1 1 1 1 1 1,6
148 10 1106 1 1 1 1 1 1 1 1 1 1 1 1,6
7 4 9 519 1 1 1 1 1 1 1 1 1 1 1,8
14 15 29 4 55 56 1 1 1 1 1 1 1 1 1,6
946 4 1211 623 1 1 1 1 1 1 1 1 1 1 1,0
36 23 88 396 296 140 117 208 1 1 1 1 1 1 1,5
14 15 96 172 29 10 420 1 1 1 1 1 1 1 1,6
74 4 151 438 152 117 226 1 1 1 1 1 1 1 1,6
77 349 28 9 7 4 706 119 1 1 1 1 1 1 1,8
36 23 151 330 331 10 161 1 1 1 1 1 1 1 1,6
14 15 5022 16 1 1 1 1 1 1 1 1 1 1 1,4
320 23 10 5023 7 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 280 4 160 1 1 1 1 1 1,7
2943 15 1044 915 720 68 2484 5024 915 916 68 428 1103 1104 68 102 876 ,0
109 193 10 150 1 1 1 1 1 1 1 1 1 1 1,6
14 15 106 4412 10 5025 1266 1 1 1 1 1 1 1 1,6
40 23 74 4 151 188 1 1 1 1 1 1 1 1 1,6
3589 582 974 876 1591 4978 315 68 1 1 1 1 1 1 1,2
148 5026 10 301 4 223 1 1 1 1 1 1 1 1 1,6
36 23 9 37 1 1 1 1 1 1 1 1 1 1 1,3
2338 658 3319 68 1 1 1 1 1 1 1 1 1 1 1,3
493 29 10 185 1 1 1 1 1 1 1 1 1 1 1,6
36 23 2693 56 10 355 1 1 1 1 1 1 1 1 1,6
148 29 10 713 1 1 1 1 1 1 1 1 1 1 1,6
7 8 171 172 10 190 1 1 1 1 1 1 1 1 1,5
14 15 16 17 1523 239 1 1 1 1 1 1 1 1 1,3
36 23 1435 119 295 9 116 1 1 1 1 1 1 1 1,8
36 23 151 614 95 10 596 1 1 1 1 1 1 1 1,6
7 8 117 5027 16 183 10 1150 1 1 1 1 1 1 1,3
7 4 5009 280 1 1 1 1 1 1 1 1 1 1 1,0
787 14 15 9 7 117 4769 1 1 1 1 1 1 1 1,8
2 95 10 1553 1 1 1 1 1 1 1 1 1 1 1,1
29 4 1081 10 48 420 35 1 1 1 1 1 1 1 1,6
77 302 7 8 9 7 117 340 119 4 384 216 217 1 1,8
36 23 48 9 116 4 4828 525 10 943 119 1 1 1 1,8
881 4080 471 224 1 1 1 1 1 1 1 1 1 1 1,0
325 29 1 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 309 85 121 10 2901 1 1 1 1 1 1 1 1,5
36 23 1092 408 396 1 1 1 1 1 1 1 1 1 1,0
14 15 29 4 151 5028 1569 10 659 261 1 1 1 1 1,6
77 349 28 79 7 23 9 10 1836 294 1 1 1 1 1,8
77 349 28 79 7 23 27 28 29 871 10 160 1 1 1,6
717 102 5029 3989 315 68 1 1 1 1 1 1 1 1 1,3
36 23 387 388 2 95 117 223 1 1 1 1 1 1 1,2
2 193 10 5030 10 5 1 1 1 1 1 1 1 1 1,1
7 8 28 9 10 11 1 1 1 1 1 1 1 1 1,8
717 1015 906 720 1 1 1 1 1 1 1 1 1 1 1,2
77 78 28 79 7 23 9 766 10 586 119 1 1 1 1,8
36 23 883 34 344 2 95 1 1 1 1 1 1 1 1,1
14 15 148 29 10 5031 1 1 1 1 1 1 1 1 1,6
36 23 5032 5033 117 641 642 1 1 1 1 1 1 1 1,0
14 15 167 121 4 160 1 1 1 1 1 1 1 1 1,4
2 193 4 5 35 1 1 1 1 1 1 1 1 1 1,1
14 15 23 114 115 4 1178 783 633 1 1 1 1 1 1,3
9 116 4 5034 1 1 1 1 1 1 1 1 1 1 1,8
5035 1 1 1 1 1 1 1 1 1 1 1 1 1 1,8
49 10 2091 1 1 1 1 1 1 1 1 1 1 1 1,6
77 78 28 7 23 29 4 152 74 10 5 35 1 1 1,6
40 23 74 92 93 94 17 34 1 1 1 1 1 1 1,6
14 15 29 4 148 104 10 531 1 1 1 1 1 1 1,6
36 23 693 327 310 243 1 1 1 1 1 1 1 1 1,5
36 23 143 144 95 10 420 1 1 1 1 1 1 1 1,6
40 23 223 1422 85 121 1 1 1 1 1 1 1 1 1,4
14 15 511 96 10 309 1 1 1 1 1 1 1 1 1,6
7 8 27 28 29 1923 10 82 1 1 1 1 1 1 1,6
77 302 7 8 1746 322 117 973 16 1 1 1 1 1 1,3
14 15 5036 5037 29 10 251 1 1 1 1 1 1 1 1,6
171 703 29 10 659 261 1 1 1 1 1 1 1 1 1,6
58 29 10 18 1 1 1 1 1 1 1 1 1 1 1,2
7 376 1 1 1 1 1 1 1 1 1 1 1 1 1,6
2431 132 101 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 301 325 29 10 5 1 1 1 1 1 1 1 1,6
564 151 10 154 35 1 1 1 1 1 1 1 1 1 1,5
36 23 564 1501 375 331 10 1092 1 1 1 1 1 1 1,6
7 23 9 4 4133 1 1 1 1 1 1 1 1 1 1,8
7 8 23 9 4 4216 1 1 1 1 1 1 1 1 1,8
40 23 5038 58 95 10 3073 2752 1 1 1 1 1 1 1,9
36 23 1326 9 116 1 1 1 1 1 1 1 1 1 1,0
717 15 5039 2566 5040 992 1 1 1 1 1 1 1 1 1,8
2221 15 1107 1 1 1 1 1 1 1 1 1 1 1 1,6
1394 5041 588 4 88 1 1 1 1 1 1 1 1 1 1,9
1746 5 322 1 1 1 1 1 1 1 1 1 1 1 1,3
9 7 4 5042 5043 1 1 1 1 1 1 1 1 1 1,8
29 4 493 10 1939 1940 1 1 1 1 1 1 1 1 1,6
77 302 7 8 9 37 117 5044 382 1 1 1 1 1 1,8
5 151 163 1 1 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 29 1320 10 160 35 1 1,6
14 15 49 29 10 260 1785 1 1 1 1 1 1 1 1,6
320 23 2040 3282 7 2510 4907 117 1766 10 69 898 1476 1 1,8
140 4 1176 261 1 1 1 1 1 1 1 1 1 1 1,0
5 225 151 163 1 1 1 1 1 1 1 1 1 1 1,8
14 15 230 29 10 53 1 1 1 1 1 1 1 1 1,6
240 241 242 5045 4 5 35 1 1 1 1 1 1 1 1,0
36 23 9 116 117 2268 119 1 1 1 1 1 1 1 1,8
29 171 721 10 379 171 1 1 1 1 1 1 1 1 1,6
9 519 117 2374 119 4 216 217 1 1 1 1 1 1 1,8
14 15 1623 23 12 5011 1 1 1 1 1 1 1 1 1,3
58 95 153 10 5 1 1 1 1 1 1 1 1 1 1,9
565 29 10 274 1 1 1 1 1 1 1 1 1 1 1,6
14 15 167 884 4 531 1 1 1 1 1 1 1 1 1,4
36 23 174 1475 7 1 1 1 1 1 1 1 1 1 1,3
301 325 95 10 5 325 1 1 1 1 1 1 1 1 1,6
7 8 27 28 29 223 325 10 223 35 1 1 1 1 1,6
36 23 58 95 10 596 1 1 1 1 1 1 1 1 1,0
122 102 5046 1008 906 315 68 1 1 1 1 1 1 1 1,8
36 23 1621 151 236 95 10 1176 261 1 1 1 1 1 1,6
14 15 23 704 81 10 5 1 1 1 1 1 1 1 1,5
151 236 153 10 208 35 1 1 1 1 1 1 1 1 1,6
36 23 596 344 2 95 1 1 1 1 1 1 1 1 1,1
14 15 174 277 1 1 1 1 1 1 1 1 1 1 1,0
3983 63 2866 582 1107 719 523 68 1 1 1 1 1 1 1,6
36 23 9 116 4 5047 10 1339 119 1 1 1 1 1 1,8
34 83 108 95 1 1 1 1 1 1 1 1 1 1 1,6
29 4 151 230 10 82 1 1 1 1 1 1 1 1 1,6
521 3330 493 66 68 1 1 1 1 1 1 1 1 1 1,6
223 280 1 1 1 1 1 1 1 1 1 1 1 1 1,7
78 28 79 23 9 116 4 2958 525 10 2234 119 1 1 1,8
140 7 4 223 1 1 1 1 1 1 1 1 1 1 1,7
29 4 2543 96 45 10 173 1 1 1 1 1 1 1 1,0
9 116 4 5048 1884 119 1 1 1 1 1 1 1 1 1,8
40 23 152 74 10 420 35 1 1 1 1 1 1 1 1,6
27 28 29 263 10 274 1 1 1 1 1 1 1 1 1,8
7 8 9 4 1148 1 1 1 1 1 1 1 1 1 1,8
23 105 35 1 1 1 1 1 1 1 1 1 1 1 1,7
40 23 481 230 4 86 1 1 1 1 1 1 1 1 1,6
14 15 81 17 50 1 1 1 1 1 1 1 1 1 1,1
36 23 109 95 10 185 1 1 1 1 1 1 1 1 1,5
14 15 23 151 236 29 10 531 282 1 1 1 1 1 1,6
151 236 4 76 1 1 1 1 1 1 1 1 1 1 1,6
148 29 10 713 1 1 1 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 4 248 1200 119 1 1 1 1,8
106 107 10 420 1 1 1 1 1 1 1 1 1 1 1,6
7 8 27 28 29 55 56 10 623 417 1 1 1 1 1,6
7 8 27 28 29 4 151 162 10 5 35 1 1 1 1,6
140 4 1076 746 1 1 1 1 1 1 1 1 1 1 1,7
109 95 10 955 956 1 1 1 1 1 1 1 1 1 1,5
36 23 151 438 152 10 2298 261 1 1 1 1 1 1 1,6
36 23 48 9 116 4 4751 525 1339 1 1 1 1 1 1,8
9 7 4 833 1 1 1 1 1 1 1 1 1 1 1,8
161 226 95 1 1 1 1 1 1 1 1 1 1 1 1,6
40 23 309 151 236 95 1 1 1 1 1 1 1 1 1,5
5049 10 1818 1 1 1 1 1 1 1 1 1 1 1 1,8
7 8 27 28 29 712 10 623 417 1 1 1 1 1 1,6
77 78 28 79 7 23 12 13 1 1 1 1 1 1 1,4
7 8 9 519 1 1 1 1 1 1 1 1 1 1 1,8
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,7
36 23 493 29 10 587 1 1 1 1 1 1 1 1 1,6
40 23 735 209 85 121 1 1 1 1 1 1 1 1 1,5
36 23 2833 4 369 3047 10 1118 1 1 1 1 1 1 1,0
36 23 190 471 396 1 1 1 1 1 1 1 1 1 1,0
495 132 81 876 363 720 68 1 1 1 1 1 1 1 1,6
148 29 10 5 1 1 1 1 1 1 1 1 1 1 1,2
77 213 7 8 29 555 4 245 74 10 160 35 1 1 1,6
36 23 5050 1 1 1 1 1 1 1 1 1 1 1 1,3
77 349 28 79 7 23 27 28 80 81 4 223 1 1 1,0
14 15 661 29 10 82 1 1 1 1 1 1 1 1 1,6
77 213 7 27 28 2096 226 97 98 35 1 1 1 1 1,5
9 7 4 4553 2568 1 1 1 1 1 1 1 1 1 1,8
36 23 326 556 290 10 486 1 1 1 1 1 1 1 1,5
14 15 23 167 5051 4 5052 1 1 1 1 1 1 1 1,4
14 15 29 4 148 1 1 1 1 1 1 1 1 1 1,6
36 23 1092 85 121 742 5053 1 1 1 1 1 1 1 1,4
3156 153 10 98 1 1 1 1 1 1 1 1 1 1 1,6
36 23 347 803 837 5054 114 115 1 1 1 1 1 1 1,0
521 5055 811 196 4269 68 1 1 1 1 1 1 1 1 1,6
76 15 2484 1752 3799 911 315 68 1 1 1 1 1 1 1,0
36 23 55 56 10 82 1 1 1 1 1 1 1 1 1,6
7 23 476 474 1 1 1 1 1 1 1 1 1 1 1,3
439 14 15 3578 5056 117 4598 1 1 1 1 1 1 1 1,8
36 23 43 1770 243 1 1 1 1 1 1 1 1 1 1,5
77 349 28 79 23 9 519 117 248 490 119 4 216 217 1,8
40 23 647 9 116 1 1 1 1 1 1 1 1 1 1,8
2115 2116 2117 821 2118 2119 1 1 1 1 1 1 1 1 1,3
7 8 9 519 1 1 1 1 1 1 1 1 1 1 1,2
14 15 29 4 96 189 10 376 1 1 1 1 1 1 1,6
7 8 9 10 960 1 1 1 1 1 1 1 1 1 1,8
77 78 28 9 7 4 248 119 1 1 1 1 1 1 1,1
2135 102 1014 15 755 636 68 1 1 1 1 1 1 1 1,5
106 107 10 659 261 35 1 1 1 1 1 1 1 1 1,6
2932 4 981 1 1 1 1 1 1 1 1 1 1 1 1,0
40 23 387 388 2 95 117 309 1 1 1 1 1 1 1,5
77 302 7 8 9 117 516 525 4 384 216 217 1 1 1,8
122 102 1014 15 1545 1938 719 720 68 1 1 1 1 1 1,6
2173 8 29 4 493 10 34 1 1 1 1 1 1 1 1,6
14 15 29 4 96 45 10 185 1 1 1 1 1 1 1,6
36 23 173 5057 230 95 1 1 1 1 1 1 1 1 1,6
77 349 28 9 7 4 1094 119 1 1 1 1 1 1 1,8
14 15 230 29 10 53 1 1 1 1 1 1 1 1 1,6
887 33 10 5 35 1 1 1 1 1 1 1 1 1 1,6
36 23 406 1091 7 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 27 28 29 301 325 10 160 1 1,6
9 7 4 1736 1 1 1 1 1 1 1 1 1 1 1,8
7 23 9 4 5058 1 1 1 1 1 1 1 1 1 1,8
36 23 387 2 95 117 1076 746 1 1 1 1 1 1 1,5
14 15 5059 5060 10 982 1 1 1 1 1 1 1 1 1,8
36 23 9 37 5061 39 1 1 1 1 1 1 1 1 1,8
58 95 10 5 35 1 1 1 1 1 1 1 1 1 1,9
122 63 1007 15 1768 363 315 68 1 1 1 1 1 1 1,6
7 154 1 1 1 1 1 1 1 1 1 1 1 1 1,9
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 252 2 95 1 1 1 1 1 1 1 1 1 1,5
36 23 387 2 95 10 260 261 1 1 1 1 1 1 1,5
7 8 81 4 2878 1485 1 1 1 1 1 1 1 1 1,0
36 23 85 672 100 98 1 1 1 1 1 1 1 1 1,4
122 15 627 132 5062 81 1752 3284 1 1 1 1 1 1 1,6
7 8 29 4 171 325 10 82 1 1 1 1 1 1 1,6
1832 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
280 4 105 1 1 1 1 1 1 1 1 1 1 1 1,7
36 23 821 2253 412 2656 114 115 1 1 1 1 1 1 1,3
14 15 887 29 10 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 369 370 4 98 1 1 1 1 1,6
77 78 28 79 7 23 280 4 134 1 1 1 1 1 1,7
29 4 2477 144 10 5 1 1 1 1 1 1 1 1 1,6
148 29 10 931 1 1 1 1 1 1 1 1 1 1 1,6
574 575 117 2229 351 5 140 1 1 1 1 1 1 1 1,0
77 302 7 8 9 7 117 1853 119 216 217 384 1 1 1,8
717 22 2865 2866 102 1926 124 68 1 1 1 1 1 1 1,9
36 23 9 7 1 1 1 1 1 1 1 1 1 1 1,8
36 23 1122 95 10 208 1 1 1 1 1 1 1 1 1,6
36 23 83 108 296 120 614 95 10 693 1 1 1 1 1,6
36 23 9 37 5061 39 1 1 1 1 1 1 1 1 1,8
14 15 33 29 10 1 1 1 1 1 1 1 1 1 1,6
14 15 23 821 70 10 1042 1 1 1 1 1 1 1 1,2
7 8 9 116 4 3871 1 1 1 1 1 1 1 1 1,8
14 15 140 4 127 1 1 1 1 1 1 1 1 1 1,7
77 349 28 79 7 23 27 28 29 289 104 10 161 35 1,0
154 1 1 1 1 1 1 1 1 1 1 1 1 1 1,6
7 23 327 178 4 466 4048 10 154 35 1 1 1 1 1,0
2 193 10 5 1 1 1 1 1 1 1 1 1 1 1,1
106 107 10 208 1 1 1 1 1 1 1 1 1 1 1,6
178 117 1118 1 1 1 1 1 1 1 1 1 1 1 1,6
40 23 504 208 88 396 1 1 1 1 1 1 1 1 1,0
122 15 5063 63 5064 15 1843 3318 68 1 1 1 1 1 1,5
36 23 2112 1140 9 116 1 1 1 1 1 1 1 1 1,8
14 15 29 4 5065 33 10 379 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 80 81 4 235 35 1 1,2
14 15 23 148 29 10 5066 1 1 1 1 1 1 1 1,6
27 28 29 326 5037 74 10 659 261 1 1 1 1 1 1,6
36 23 34 387 388 1432 1 1 1 1 1 1 1 1 1,0
36 23 376 151 330 331 1 1 1 1 1 1 1 1 1,6
14 15 148 29 10 53 1 1 1 1 1 1 1 1 1,8
36 23 821 2253 412 5067 1518 119 114 511 1 1 1 1 1,5
36 23 369 370 10 618 1 1 1 1 1 1 1 1 1,5
40 23 1413 295 9 116 1 1 1 1 1 1 1 1 1,5
280 4 5068 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 9 37 5069 39 1 1 1 1 1 1 1 1 1,3
5070 5071 29 10 5 35 1 1 1 1 1 1 1 1 1,6
36 23 493 10 150 1 1 1 1 1 1 1 1 1 1,5
495 102 1014 102 1989 15 1712 124 1713 68 1 1 1 1 1,9
14 15 23 58 29 10 1502 35 4 935 1 1 1 1 1,9
7 8 28 81 10 154 1 1 1 1 1 1 1 1 1,2
2028 2808 102 567 2566 68 60 432 1 1 1 1 1 1 1,0
36 23 327 109 178 117 252 1 1 1 1 1 1 1 1,5
36 23 3385 9 116 1 1 1 1 1 1 1 1 1 1,8
77 403 36 23 9 7 1 1 1 1 1 1 1 1 1,8
36 23 1175 109 10 208 1 1 1 1 1 1 1 1 1,5
36 23 235 677 144 10 5 1 1 1 1 1 1 1 1,6
564 3415 33 10 154 35 1 1 1 1 1 1 1 1 1,6
36 23 396 117 100 98 1 1 1 1 1 1 1 1 1,5
77 349 28 79 23 171 5072 117 6 1 1 1 1 1 1,0
36 23 317 4 702 1 1 1 1 1 1 1 1 1 1,5
14 15 96 608 609 10 185 1 1 1 1 1 1 1 1,2
748 8 117 2 193 10 208 6 1 1 1 1 1 1 1,1
36 23 74 4 151 438 152 17 98 1 1 1 1 1 1,6
36 23 5 369 5073 4293 1257 5074 5075 235 1 1 1 1 1,5
927 132 101 1551 5076 1 1 1 1 1 1 1 1 1 1,8
36 23 289 669 10 260 261 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 9 10 1319 119 1 1 1 1 1,8
320 23 58 95 10 251 1 1 1 1 1 1 1 1 1,9
23 1131 35 1 1 1 1 1 1 1 1 1 1 1 1,5
774 153 10 185 106 1 1 1 1 1 1 1 1 1 1,0
14 15 23 48 114 115 10 2933 821 5077 1 1 1 1 1,4
77 78 28 79 7 23 175 4 134 1 1 1 1 1 1,7
29 4 301 325 10 76 1 1 1 1 1 1 1 1 1,6
40 23 96 2231 10 306 306 1 1 1 1 1 1 1 1,5
9 116 4 942 943 119 1 1 1 1 1 1 1 1 1,8
36 23 245 153 10 659 261 1 1 1 1 1 1 1 1,6
14 15 819 820 5078 823 5079 783 633 511 1 1 1 1 1,4
36 23 306 306 327 1164 566 7 1 1 1 1 1 1 1,5
36 23 426 9 116 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 29 4 245 74 10 1622 35 ,6
77 40 23 85 121 4 251 1 1 1 1 1 1 1 1,4
96 45 10 185 1 1 1 1 1 1 1 1 1 1 1,5
77 78 28 79 7 23 27 28 29 4 245 74 10 223 35 ,6
140 7 531 1 1 1 1 1 1 1 1 1 1 1 1,0
29 4 151 1384 283 284 10 208 1 1 1 1 1 1 1,6
